accuracy,balanced_accuracy,precision,recall,f1,f1_macro,f1_weighted,mcc,cohen_kappa,specificity,roc_auc,avg_precision,log_loss
0.9247759931911155,0.9251419892056075,0.8903375714089108,0.9673566265562986,0.9271818401487808,0.9246389413232672,0.9246619218490914,0.8528482085451955,0.8495735753619721,0.8829273518549169,0.9846283348354146,0.9809549681291561,0.14407728142154957
